,star,time,review_content
1900,4,1년,"한복, 사진, 한옥시간 보내기 좋습니다."
1901,5,2년,거리가 되게 예뻐서 놀러가기 좋아요ㅎ
1902,5,11달,아기자기 정말 예뻐요.
1903,4,2년,"주변에 한복을 입고 다니는 모습은 아주 좋아 보입니다(멋있음). 다만 한옥마을의 특색은 없어지고 상업적으로 장사만 하는게 안타깝네요. 주위가 관광지다 보니, 물가가 비싸내요. 레쓰비 캔커피가 동네 마트에 500원에 파는데, 한옥마을 이마트에브리데이가 같은 종류를 1000원에 팔면, 주변물가 어떤는지는......"
1904,5,5달,좋은경험.볼것도  많고..
1905,3,2년,한옥과 관련된 박물관??은 매우 좋았음. 최명희 문학관도 좋았음. 하지만 식사하기에는 좋은 곳이 아님. 몇년 전에 비해 비싸고 질이 떨어진 음식들이 많음.
1906,4,1년,코로나때문에 관광객이 많이 줄었네요.전반적으로 상업적이지만 활기는 넘쳤고 주변 상인들이 교통정리 등 노력하는 모습이 좋았어요.
1907,4,2년,일요일 저녁에가니 사람이 별로 없네요. 거리는 항상 이쁘고 좋아요~ 불친절한 거리의 상인분들만빼곤 ㅎㅎ 불빛나는 반짝이들 파는곳 진짜 바가지요금인데 자기네 안비싸다고 막 화내심...
1908,5,4년,"다양한 놀거리 먹거리가 풍성해서 연인들의 데이트 장소~ 가족들의 나들이 장소이다.전주 비빔밥, 떡갈비정식, 콩나물국밥, 육전, 초코파이, 문어꼬치등...  전통과 맛~~그 외에도 한복을 입고 사진 찍으며 맘껏 활보 할수 있어 좋았고 너무나 예쁜 경기전 정동성당 그리고 옹기종기 이쁜 한옥들~나들이 코스로 추천합니다!"
1909,3,2년,"한옥 정취를 즐기고 싶어 찾아가지만 의미없는 주전부리 먹거리 상점이 너무 많고, 전동차나 사주보는곳은 왜그리 많이 생긴건지 규제가 필요할것 같습니다. 안쪽말고 바깥쪽으로 도는게 더 낫지 싶습니다"
1910,4,1년,전주를 대표하는 한옥 건물이 모여있는 장소근처 작은 규모의 벽화마을도 있고 메인거리엔 다소 사람들이 좀 다니는 편코로나 전 인파에 비하면 많은건 아니라고 함게하와 한복대여와 자잘한 기념품 파는곳이 많고 음식점 및 카페가 군데군데 있다다 돌아보는데 서너시간은 소요사람들이 몰리는 시간대 주차는 다소 어려움
1911,4,4년,"아이와함께 한번쯤 들려봐도 좋은곳입니다. 이곳저곳 사진도 찍고, 골목이 아기자기합니다.역사적 장소인 전동성당 들려보세요.그러나 상가가 너무 많아서 한옥마을이 아니라 한옥상가를 방문한 느낌이 듭니다."
1912,1,1년,예전같지않고 상업적인곳이되버려 정신없고 한복체험하시는호객행위가 너무별로였어요 고즈넉했던 한옥마을이아니고 어째 많이퇴색해버린느낌입니다
1913,5,2년,돌아다니면서 먹는 먹거리 천국입니다한국 전통기와가 많이 보여서 분위도 좋구요 한번쯤은 와도 좋은곳 저는 마약육전에 막걸리 너무 좋았네요~~사람은 항시 많을듯
1914,5,1년,너무 좋았네요차분하고 좋은아이들과도 같이 시간을 많이 보낼수있었네요스마트폰 덜보고 서로 얼굴을 더보고웃을수 있는 장소였네요
1915,3,4년,다양한 컨텐츠를 갖춰야 더욱 전주한옥마을이 발전하지 않을까 합니다.가까운 국립무형유산원에 주차하고 도보로 5분 거리입니다. 징검다리 체험을살 수있고 좋습니다.
1916,4,2년,구경하는 재미에 사진을 못찍어서 아쉽지만 한옥마을 말고도 야시장 구경도 쏠쏠하고 사람구경 역시 괜찮았어요.다리 아픈 것과 야시장에서 사람들에게 치이는 것만 빼고..
1917,3,3년,은근 넓고 입장료 내고 안에 들어가서 한옥 구경 괜찮았던거 같아요 그리고 그 문어파는 쪽 사거리쪽 편의점에서 빠삐코 두개 사먹었는데 4천원이더라구요 긁고 보니까 4천원이넹 ㅇ0 ㅇ 그거면 문어꼬치 하나를 먹던가 슬러시 두개를 먹을텐데 바가지도 있으니 조심해서 다니세욤 허허
1918,4,6달,음식들이 그닥예요ㅜ비싸기만 하고
1919,4,11달,걸어다니기 편하고 차없이 데이트하기 딱좋은곳 허나 사진찍고... 그 이외에 뭘해야할지...
1920,5,3년,"조성도 잘 되어있고 볼거리, 먹거리도 다양해요!성수기 땐 차량 제한도 해두니까 걷기도 좋고, 군데군데 사진찍을 곳도 다양하고, 한복 대여도 적당함 가격에 할 수 있어서 만족스러웠습니다~"
1921,4,3년,"한옥마을만 넘 치중해서 생각하면, 약간 실망 할수도 있을듯합니다.그냥, 한옥 위주로 되어 있는 상가들, 한복대여점,먹거리 이런거 생각하시고 부담없이 즐기다 가시면 좋을 듯 합니다.너무 사람이 많은 거  싫어 하시면 주말은 피해서 가셔야 할 듯. 생각보다 사람  많습니다."
1922,5,3년,한복을 입고 다녀야 더 어울리는 장소
1923,4,2년,그냥저냥 한옥보다는 장사꾼이 너무 많아요.십여년전에는 제법 고풍스러웠는데 지금은  너무 현대적인요소가 많아요식당.카페등 먹거리 동네 같아요
1924,3,11달,코로나 때문인지 사람도 없지만 그래선지 한산하고 그닥 특별하진않아서 아쉬웠네요
1925,5,3년,사람이 많지만 먹을거리 볼거리 많고 좋습니다. 주차는 공영주차장 만차인경우 기다리지 마시고 바로 2주차장 가서 세우고 셔틀 이용하시는게 편합니다.
1926,5,2년,애들과 여행허기 좋은 팁 알려드림.도착해서 4인 전동차 빌리고 애들은 한복대여함. 2시간이면 한바퀴돌고 메인 사진찍는 포인트에서 다 찍을 수 잇음. 애들도 안피곤 하고 아빠는 옛날 인력거인의 삶을 느낄 수 있을꺼임!
1927,3,3년,한옥마을이라는걸 느끼기 힘들었다. 음식 메뉴들과 인파가 한옥마을이라기 보다는 먹거리 시장같은 느낌이 강하게 들었다. 그렇다고 전주에서만 먹을 수 있는 무언가가 있는것도 아니고 애매했다. 유일하게 인상깊었던게 2층으로 가맥을 운영하던 GS편의점 정도?? 그 외의 장소들은 대부분 서울 어디서나 볼 수 있던 광경이었던 것 같다
1928,3,3년,"전주한옥마을이라 기대하고 갔는데주말이라 사람이 너무 많았고전통한옥의 여유롭고 정갈한 느낌은 온데간데 없고현대식으로 지어진 한옥에 음식점, 기념품 그리고 한복대여점이 많고 옛 전통한옥마을을 기대했는데 오히려 서울 인사동쪽이 더 고풍스럽더라구요"
1929,4,1년,"코로나 19로, 인해  방문객이 거의 없고,싸늘한  바람만 부네요.특히 한옥마을 소상공인, 여러분! 낙심하지 마시고,힘! 내시길 바래요."
1930,4,6달,안가본 사람은 있어도 한번가볼 사람은 없쥬?ㅋ
1931,5,2년,경치가 정말 좋아요 계속 오고 싶은 동네
1932,5,2년,좋아요 한복도 저렴하게 대여 가능하구요
1933,4,6달,코로나라 놀거리가 조금 줄어듦 하지만 데이트하기에 좋은 장소
1934,5,5년,한옥마을답게 멋진 카페
1935,3,3년,고즈넉한 한옥마을 생각하시면 안되고요 한옥건물인 명동 느낌이랄까 아무튼 시끌벅적합니다 동네가 굉장히 작아서 맛집이라고 나오는 곳들 다 엎어지면 코닿을 거리에 있어요 골목골목 예쁜 곳들이 많아서 구경하는 재미가 있었어요
1936,4,6년,휴일에는 방문객이 많아서 식당이나 간식 구입에 대기시간이 길다.꼬치 먹고나서 쓰레기를 제대로 아버리고 소스가 땅에 떨어져서 지저분하다.꼬치 구이 는 판매를 안하면 깨끗한 환경을 유지하는데 좋겠다.
1937,3,4년,주말이나 연휴기간에 이곳 한옥마을은 만들어진 세트장도 아닌 일반 도시인데도 불구하고  몰려드는 관광객들 틈바구니에 마치 도시 전체가 용인 민속촌 이라도 온듯 복잡하기만 합니다.일단 1박 코스로 잠시 방문하기는괜찮은 곳 입니다.공원을 산책 하듯  여기저기 구경 하며 반나절 코스로 데이트 하기에는 강추 입니다.볼거리 반나절 그 담은 당연히 먹거리 투어이겠죠? ㅎㅎ하지만  전주의 먹거리로 여기저기 소개되어 있는건 일단은 광고에 낚이는건지 아닌지 한번쯤 생각해보고 선택하는게 좋을듯 합니다.머무는 기간이 짧다보니 맛의 고장 전주에서 먹거리 여행을 하기에는 한끼의 선택도 중요하기 때문입니다.일단 언제부터인가 전주 사람들에게도 생소한쵸코파이가 전주 대표 먹거리로 소개되어 있는데 무슨 코미디 같습니다.. ㅎㅎ전주가 한과도 아니고 쵸코파이로 유명 하다구요???   무슨말인지 모르지만 100%사기입니다.학교앞 값싼 분식집이 가성비 괜찮아서 전주사람들의 사랑을 받은건 사실이지만 지금은 무슨 장인이 만드는 맛집인양 소개되어 붐비는게 더 웃깁니다.전주에서 꼭 맛보고 가셔야할 먹거리는 당연히 비빔밥과 돌솥밥..그리고 콩나물 해장국 아닐까요?
1938,5,3년,너무 좋아요 힐링 제대로 했네요^^
1939,5,1년,다양한 먹거리와 한옥 고유의 풍경이 넘 좋았어요~ 자주 찾게되는 곳이예요!!!
1940,4,1년,예전에 다녀온 느낌이랑 많이 틀리네요. 너무 상업적으로 변한게 아닌가 하는 생각이 듭니다. 잘 구경했습니다
1941,2,3년,젊은애들 십대 이십대들이 한복도 입고 개화기의상도 입고 사진찍기좋아요.볼곳은 없고 길거리음식에 호객행위에 치이고날씨좋은날 사진찍기위해 가는것말고는 그어떤의미도 없다. 잡상인들. 커플아이템파는사람들. 길거리음식에 점령당해 어떤특색도 찾을수없는 한옥마을.
1942,3,4년,주말이라서 사람들이 엄청나게 많았던것은 엄청난 단점이므로 주말에 조금 여유있게 돌아다니고 싶으면 10시전부터 돌아다니는것을 추천하지만 가게가 대부분(90%)닫혀있다는점을 유의하자.그러나 사진스팟은 좁은 골목 2개+성안(입장료약3천원)이 전부여서 좀 많이 실망했지만 성안에서 찍을 스팟이 생각보다 많았다.
1943,3,2년,먹거리는 전통보단 퓨전음식들이 많고 거리 음식들은 다양합니다. 한옥마을 고풍을 느끼기엔 다소 아쉬움이 남고먹거리 관광지같다는 느낌이 듭니다.
1944,4,1년,고전적 분위기가 좋았습니다~
1945,4,4년,볼거리 먹을거리 많은곳
1946,5,3년,너무 좋았어요^^특히 한옥이야기 숙박이 너무 마음에 들었답니다.
1947,5,2년,"대한민국에는 아직도 가볼만한 곳이 많습니다. 전주한옥마을 가면 오짱, 치즈닭갈비, 딸기탕후루, 달고나, 착즙주스, 식혜 등 먹을 수 있고, 김치박물관, 미술관, 우리밀초코파이, 고무신채색, 만화벽화마을, 전동성당, 옛날극장, 오락실, 뽑기, 풍선터뜨리기, 야시장 등 볼거리가 엄청 많습니다.야시장 관련 후기는 제가 포스팅 한 글을 찾아보시면 됩니다.ㅋㅋ"
1948,4,3년,한복입고 여기저기 들리면서 간식거리 사먹고 돌아다니기 좋아요. 한복 2시간 이상 대여하신 분들은 벽화마을까지 다녀오세요. 바로 옆 육교로 가면 됩니다.
1949,4,3년,다시 가보고 싶은 여행자였습니다
1950,4,3달,상업적인것이좀거슬려요
1951,4,11달,4년  마다 한번정도  방문하는곳 주변 까지 보는  재미가 쏠쏠합니다 ^^
1952,5,1년,주위가 다  깨끗하고  업소들도 다친절하고 특히 공영주차 장 아저씨 분들 친절함에기분 좋았음니딘
1953,5,3년,너무 좋더라고요또 가고싶네요특히 우리딸 여덜살 한복대여해서 입고 돌아다닌거 넘 좋아하더라고요 추웠는데도 하나도 안춥다면서ㅋ거리도 너무이쁘고 맛난것도 많고부용헌? 이라는 숙소에서 하루잤는데 한옥집이라 실상 안에는 덩그라니 방만있고 아무것도 없지만ㅋ티비있고 화장실있으니 됐죠모ㅎㅎ
1954,5,1년,정말 관광도시처럼 잘 꾸며졌습니다이런곳이 전국 구석구석 많아졌으면 합니다계속 또 가고 싶네요
1955,4,3년,먹거리 많고 사진찍기 좋은곳...
1956,3,2년,5월달에 비해 가게 임대내논데가 너무 많고 문닫은데가 여러군데여서인지 썰렁했음. 한복대여점과 경기전앞 도로만 활성화되어있음. 카카오프렌즈샵 오픈이라 들어갔는데 물건 빈자리가 너무많고 종류가 별로 없었음
1957,5,4년,경기전과 곳곳의 맛집 그리고 체험공간들 볼거리들이 있으며 국립무형유산원이 가까이 있어 공연을 볼 수도 있고 여행전 홈페이지 방문 체험프로그램과 공연을 신청 접수하시면 무료로 공연관람과 교육을 함께 체험 하 실 수 있습니다.홈페이지 방문은 필수!! ^.~문화체험 선택이 아닌 필수!!~
1958,3,11달,전통적이고 깨끗함
1959,3,2년,한번쯤 가봐도 될만한 곳 눈탱이많이맞는다그래서 최저치로 기대안고간거 치곤 그렇게 눈탱이 안심한곳 안동만큼 옛스럽지도 않고 신식으로 뭘하려고 했으나 되다가 만느낌 애매한 과도기쯤? 생각보다 먹거리도 많지 않다
1960,4,3년,"숙소를 예약하지 않고 토요일 아침 일찍 도착 해서 방을 구하려고 보니 쉽지 않았음빈 방은 마음에 안 들고, 괜찮아 보이는 집에서는 빈 방 없다는 소리만 몇 번 듣고 나왔는데 뜻 밖에 한집에서 자기 집에는 방이 다 찼다고 하면서 빈 방이 났다는 집을 소개시켜 줌찾아가보니 방은 좀 작았으나 위치,상태는 괜찮았음사실은 두 집 주인이 같은 지도 모르겠으나 덕분에 여유 있는 여행을 할 수 있었음한옥마을의 아쉬운 점 중의 하나는 돌아 본 집들이 겉은 한옥이나 속은 그다지 한옥같지 않은 부분이 많은 집도 있어서 안타까웠음인증서를 받았다는 집들이 그나마 괜찮았다고 기억됨"
1961,5,3년,여행보다는 관광지네요.좋아요
1962,4,1년,주차 헬 차는 안되고 전동차는 되냐정체불명 한복집 이상한 음식점 시장통이 따로 없다
1963,5,1년,구경거리 볼거리 많아서 좋았어요허나 많은 인구가 너무 밀집되어있어서코로나가 ㅠㅠ 예방이 안될듯 해요마스크 쓴 분들도 많았지만  안쓰신분들도 너무 많았어요~
1964,1,3년,"숙박시설은 민박.. 세면대는 물이 안빠져서 이닦은 치약 따위를 계속 확인해야했고, 숙박집 주인은 체크아웃할 때까지도 얼굴을 볼 수 없었음..  침구류는 약간 습하고, 문짝 떨어진 장롱이 한쪽 벽에서 덩그러니 있는 공간.. 컵은 안씻어서 쟁반에서 끈끈한 흔적이 있음잠자기 힘들정도로 짜증이 치밀어서..전주에 대한 전반적인 인상이 별로일 정도로 숙박시설에 대한 개선이 필요함볼거리는 경기전, 먹거리는 비빔밥 떡갈비 그리고 PNB먹는 비용이 많이듦"
1965,4,3년,"한 번 쯤은 가봐야 할 곳.과하지않고볼거리도 많고사진도 찍기 좋고평일에도 사람이 많습니다.가족단위로, 연인단위로..여유 있게 보려면 3시 간 정도 준비하고 가세요~"
1966,3,7년,"한옥마을이라기보다는 먹거리 촌에 가깝다문제는 그거 외에는 없으며, 그나마도 관광지 특유의 바가지가 강하다.한옥마을내에서 인심 좋은 전라도식 백반을 기대하지 마라. 그런 것 없다. 비싸면 비쌀수록 서비스가 좋은 것 뿐이다. 관광지다.  그냥차라리 택시 기사에게 맛집을 문의하는게 이상적이다. 한옥마을 안에서 식사를 하지 않기를 추천한다. 그저 사람 구경 제대로 하고 싶으면, 한번 연휴에 가보시길.."
1967,5,6달,가족과 즐거운 나들이를 할 수 있었습니다.
1968,4,2년,전주의 한옥을 느낄 수있어서 좋았습니다
1969,3,3년,"예쁜성당 놀거리, 볼거리 여유가 있는곳"
1970,2,10달,한옥마을의  운치가 하나도 없고 순..장사만...두번다시 가기  싫어요
1971,2,2년,한옥마을이라고 한옥구경 생각하고 가면 실망할듯...8~90%는 상업구역이고 1~20%만 구경할거리.한복이나 옛날옷 빌려입고 사진 찍으면서 먹거리투어 할 생각으로 갈만한곳이었다.
1972,3,5년,사람 많은거 좋아하시는 분들만 추천 ..맛집들이 즐비하지만 하나 먹을려면 최소 40분 이상씩 기다려야 하고 .. 사진 찍을려면 사람 너무 많아서 코앞에서 찍어야 하고 ㅋㅋㅋ한옥마을 같은 느낌은 이미 사라진지 오래 ~~그냥 상점들이 즐비한 시내 한복판 같아요
1973,1,1년,넘 기대했나..고요하고 아름다울줄 알았는데완전 상업적. 모든집이 다 판매점..한복대여 진짜많음.. 곧망할듯
1974,4,4년,"한옥이라해도 고풍스럽지 않고 젊은이들이 놀기에 더 좋습니다.구세대와 신세대 모두 잘 어울릴 수 있는 곳입니다.특별히 여러 간식거리가 있어서 먹고 즐기기에 좋습니다.공영주차장이 만차일 경우 남문쪽으로 가시면 유료주차장이 있습니다.한시간2,000원이고 하루종일 주차해도 10,000원입니다.단 이용시간은 제한이 있습니다.저녁7~8시면 유료주차장은 문을 닫습니다.참고하세요."
1975,4,3년,여고시절 항상 걷고 보던 검은 기와집들 ㅡ  마을은 더욱 기와집 일색으로 변했고 붉은 벽돌 둘러진 십자가탑의  전동성당 ㅡ이씨조선의 왕족이 돌아와 산다는 경기전은 곁에 끼고 등하교길에 오가며풍문으로 들었었고 ㅡ 그 거리에 성심의세라복 소녀들이 걷던 길에 분식집도 또한 거기에 있고 ㅡㅇㅇ이젠 번화가로 바뀌었고  고운 한복물결과 많은 관광객들이  서로  밀려다닌다한옥마을의 전통 체험거리들과  치즈구이 꼬치구이등의 먹거리들의 천국과각종 이동 수단이 구르고 있다ㅊ ㅏ암  좋고 조용하던 거리가 이젠 으레 구경하러 갈 관광 한옥마을의 친정의 구경거리  마을이 되었다전통을 조아하시면  더욱 💘사랑사랑스럽습니다
1976,5,3년,"1박했습니다.먹거리 풍부하고.볼거리도 있고,남부시장도 가깝고해서시장안 구경도하고 맛집찾아 먹었습니다.택시타고 막걸리거리 갔는데,전 한상차림은 별루비추입니다^^한옥마을내에서 충분히 즐길수 있겠어요~"
1977,4,2년,깨끗한 거리가 인상적이네요...
1978,5,1년,멋지고 아름다운 곳이였습니다.
1979,5,3년,비와서 다니기 조금 힘들었지만 먹을것도 많고 놀곳도 많았어요~^^
1980,5,6년,"여길 우리 동생이 그리 좋아하네요. 전 진주 사람이라 가기도 시간이 좀 걸리긴 하지만 주차장도 새로 만들고 또 먹거리, 기념품 등도 많으니 좋네요"
1981,2,2년,"왜, 한옥마을 인지? 그냥 집사람과 진안에 홍삼스파 갔다가 잠시 들렸는데, 그냥 상점과 음식점들.. 지붕만 기와.. 차별성도 없는 음식냄새와 호객행위..손님 오시고 갔으면 큰일 날뻔..경쟁력이 있으면 좋겠네요. 그나마 지자체 운영하는 곳 몇군데만 있어서 한옥마을 인가 봅니다."
1982,4,3년,"한옥마을이지만 관광지로 받아들여야 합니다. 길따라 관광지용 상점들이 늘어서 있으며, 온갖 먹을거리들을 판매합니다. 옛 한옥의 정취를 느끼는 것이 아니라 가족 혹은 연인과 나들이를 계획한다면 좋은 장소 입니다."
1983,4,3년,언제찿아가도 편안한곳. 한옥마을에서 간식먹고 근처남부시장가서 콩나물국밥. 싸고 맛있어요~ 주차는 한옥마을은 전용두차장이 있고 남부시장도 천변에 얼마든지 가능합니다. 돌아오는 길에 살림하시는분들은  재래시장에서 장보기 추천~
1984,2,3년,방송에서 본것 처럼 즐길거리나 볼거리보다는 그냥 길거리 음식과 한복대여 집만 가득한 곳이에요..실망이에요ㅠ..잔뜩 기대하고 방문할 분들은 다른곳 알아보시고 그냥 한번쯤 다녀올만 합니다..음식점은 한국관 괘안아용
1985,4,3년,"볼거리, 먹을거리가 풍부하고  갈때마다 발전합니다."
1986,4,2년,"시각적 임팩트가 상당하여 한번 즈음 오는 것을 추천하나, 컨텐츠 다양성은 상당히 떨어짐. 거리의 대부분이 음식점, 카페, 기념품점, 사주, 한복/탈것대여점으로 구성됨."
1987,5,1년,"고즈넉하니 맛난것도많고 쉬엄싀엄 다니니 좋아요.  무료 공영주차장 넓고, 셔틀 무료 운행이라 편하고 좋네요~~"
1988,4,1년,좋았어요! 코로나라 사람 없을줄 알았지만 많아서 좀 정신사나웠네요 그점 빼면 한복도 예쁘고👍🏻
1989,4,4년,장점- 갈때마다 느끼지만 마을 자체가 이쁘고 느낌이 좋음- 여러가지 체험 및 먹거리가 풍성함. 맛집 다수.- 전동레저 기구를 타고 돌아다니기 좋음. 대여비 약간 저렴.단점- 사람이 너무 많음.
1990,4,2년,전주 한옥마을 좋습니다먹거리도 많고 맛있고요근데 군것질거리 가격이 서울보다도 훨씬 비싸네요그래서 별하나 뺐습니다한복입고 사진찍는 재미도 좋더라구요
1991,4,2년,행사기간이라 너무 복잡네
1992,5,4년,숙소가 한옥마을 안에 있었는데 친절하고 깔끔했어요준비해둔 조식도 맛나고 ^^넘 짧은시간이라 여유없었던게 아쉬웠어요만두?  맛나요다른음식들은 거의 실패해서 비추천ㅜㅜ
1993,5,1년,전주한옥마을은 이제 한복마을로 바꿔야 할듯.. 화창한 날씨에  코로나와 상관없는 사람들 많았어요
1994,3,4년,예전에 비해 가격은 많이 올랐는데 평범한 먹거리와 한옥숙소도 평범한 수준이에요. 한복이 이쁜게 많은데 전반적으로 가격이 많이 아쉬워요. 근처 야시장은 규모가 크진 않은데 가볼만합니다.
1995,5,4년,"전주하면 떠오르는 한옥마을! 한해 1천만명이 방문한다고 하던데 그래서 항상 사람이 붐빕니다. 그래도 한번쯤 방문해서 한옥마을의 고즈넉한 분위기와 다양한 먹거리를 경험해 보세요.  근처에 전동성당과 남부시장에 있는 조점례 피순대, 2층 청년몰도 필수 방문코스 입니다ㅎ"
1996,4,3년,아침일찍  조용한 시간때어 방문을 하면 볼거 많고 제대로 한옥마을 느끼고 감.  그러나 시간때 늦게 오면 관광객에 밀려 지대로 구경못하고 사람구경만 하고옴
1997,5,3년,"한국 전통의상 한복을 15,000원 정도에 빌려서 입어볼수도있고, 행차, 북치기, 전통놀이 체험 등 이벤트들이 있어서 좋네요곳곳에 있는 길거리 음식들도 맛있고 다양하고가족들, 친구들, 외국인 친구들이랑 오면 좋을거같아요주차는 주말에 정말 힘들지만 눈치게임 성공하시길"
1998,5,4년,즐겁고유쾌한곳.맛있는먹거리많고예쁜사진찍기좋음사람이많기는하나...평일을이용한다면더욱좋을듯주변에막걸리거리나 시장먹거리탐방도함께할수있어더욱좋은곳
1999,5,8달,재미있는곳이에요 전주비빔밥 기대했는데 꽝 비싸기만하고 ㅠㅠ
2000,5,1년,식당과 전통차집과코로나때문에 구경은잘못했지만 깨끗하고 여러가지있어  재미있게보내고왔씁니다
2001,5,5년,"주말 사람이 많긴 많았지만, 먹거리 도많고 이쁜 한복체험도 좋았구요 전줏분들  관광객들에게도 친절 하셨습니다 주차는...조금 힘듭니다  몇바퀴돌 아 겨우 주차했습니다"
2002,4,3년,"예쁜 카페와 맛있는 먹거리, 걷기 거리가 있습니다.연인과 가족들과 즐길거리들이 많이 있습니다.다만 상업화가 많이 되어 가게 위주로 거리가 구성되어가는게 아쉽습니다."
2003,3,1년,글쎄요....한옥은 볼만하지만 주변에 오토바이 대여점이다 해서 너무 상업적인 면이 더 많이 보여 아쉽다. 요즘 우한폐렴이다해서 사람도 별로없음.
2004,5,3년,집들이 아름답고 각종박물관 수많은 음식점등이 너무 좋았고 단점이 있다면 비빔밥이 맛이없지는 않는데 뭔가 특별한 맛은없었습니다 그냥 비빔밥은 전주에서는 생략해도되지않을까 생각합니다 좋았던 점은 한옥숙소들이 많아서 빈집을찾기가 쉬웠고 경치가 아름답고 주위에 한복입은사람이 많아보기가 좋았습니다
2005,4,4년,"여러지역의 각종 마을 많이 가봤지만 전주한옥마을이 볼거리,즐길거리,먹거리,규모 면에서 최고라고 생각함. 사람구경만으로도 재밌음. 혼자 사진 찍으면서 3~4시간 돌아 다닌적도있음."
2006,5,4년,여긴 연인끼리오는것이 좋을것 같네요. 만약에 오토바이면허증이 있으시다면 여기서 바이크를 빌려서 타고 다니세요. 재미있습니다. 이 사진은 여기서 사먹은 비빔밥인데 전주가 확실히 비빔밥의 고장은 맞는것 같네요. 꽤맛있었습니다.
2007,1,2년,음식도 맛있는 집이 없고 숙박시설도 방음도 안되고 사장님은 친절하시지만 숙박 다시는 하고 싶지 않아요전주는 다는 가고 싶지 않은 곳
2008,5,2년,주차후 약 10분정도만 걸으면 마이산 탑산을 볼수 있어요 작은탑들도 신기하지만 그 뒤를 지키는 엄청큰돌이  장관입니다 돌이 회색이니깐 사진찍기위해선 조금 밝은색 옷을 입으세요 인물이 선명하게 나와요.
2009,4,3년,거리가 더러워 지지않게 주기적으로 청소하고주변 먹거리가 많아서 좋네요아쉬운게 한옥마을이라 한옥 위주로 구경하려했는데 볼거리보단 먹거리가 더 많은거같아서 아쉬웠어요 그래도 재미있었슥니다^^
2010,3,3년,예전에 왔을때와는 조금 느낌이 달라져서 아쉬웠어요 먹거리들이 비슷한 것만 여러개 있고 특색있는 먹거리들이 없고 공방이 많이 없어지고 한복 대여점들만 많이 생겨서 볼거리들도 많이 없어졌어요 아쉬워요
2011,3,4년,오래된 마을 아니고 주로 먹거리중심.
2012,3,4년,기대했던만큼 볼거리가 많진 않았다한옥양식으로 지어진 건물들이 모여있고 그 건물들은 대부분 간식거리를 팔거나 식당등의 가게들 뿐이었다오목대에 올라가서 한옥마을을 내려다보면 옛스러운 느낌이 있지만 직접 가보면 가게들 뿐이라서 생각보단 별로였다
2013,5,1년,확실히 코로나 여파로 주말인데도 사람들이 적네요카페는 다 테이크아웃만가능하니 할인해주는곳도 많구요
2014,3,11달,먹거리 맛있고 분위기 좋고다만 주차장이 드럽게 비쌈....두번다시안감
2015,4,4년,걷기 좋은 곳입니다! 근처에 유로주차장도 잘 갖춰져 있어요. 좀 더 걸으셔도 괜찮다면 남부시장이나 객사까지 걸을만한 위치라고 생각해요.
2016,5,2년,생각보다 트렌디하고 인스타 갬성입니다.카페나 거리도 한옥마을답게 특색이 있어요. 한번쯤 가보셔도 후회 안하실것같습니다비빔밥 먹는 흑우는 읎겄쥬?
2017,3,3년,한옥마을공영주차장에  주말 무료주차 가능요. 하지만 조금만 늦어도 금세 만차. 평일도 무료인진 모르겠네요. 세번째 방문인데  시기가 그런건지 사람이 많이 없어요. 한옥마을 내 맛집이라고 찾아가도 입에 안맞는건지 그닥 맛있지 않구요  딱 중간. 예전보다 사람이 많이 줄어 돌아다니는 것도 여유있네요. 비오는 일요일이라  카페나  음식점 안에서 바깥 구경하는  기분은 아주 좋아요.
2018,5,2년,비가 와도 돌아 다니고  싶은곳몆달에 한번쯤은 들러서 구경하고 맛있는 먹고 가는 곳 입니다 오늘 또 들렀는데 조금씩 변화가 있었네요 공예품 팔던 곳 들이 많이 없어 지고 다른 볼거리가 생겼어요 한옥마을 은 한번쯤은 들러서 구경하고 맛있는 음식을 먹을만 합니다 가족들과 연인과 친구들과 모두 함게해도 좋은곳 입니다 추천합니다 추억을 가지고 가시길 바랍니다
2019,3,3년,사람만 와글와글. 길거리음식도 그닥..차라리 전주 시내에 맛집도많고 깔끔하고 친절한곳이 많아요. 아무리 관광지지만 참 좋은 인상 심어주기가 그렇게 힘든가요? 전주는 뭔가 개선이 필요할듯..
2020,5,2년,한옥마을을 잘 정리하고 개발해서 정말 상가와 한옥 그리고 경기전 등을 잘 어울리는 지역으로 발전 시킨거 같습니다.참고로 안동한옥마을도 이런걸 참고하고 배워서 발전해갈수 있으면 좋겠습니다.
2021,3,2년,남쪽지방 여행갈때 한번씩 들러오는 곳이었는데이제 그만가도 될듯.거리 동일한 매장들이 너무 많고한복 대여점도 너무 많음.한옥 마을이 아니라 한복대여점 마을.
2022,3,3년,사람들이 많이 찾는 전주의 명소이며 각종 먹을거리들이 즐비해 있으며 멋진 인생사진을 찍기에 적당합니다. 다만 주차장 시설에 실망 할 수도 있으며 성수기에는 가는것을 추천하지 않습니다.
2023,4,11달,문꼬치는 파리날라다니고 맛이 없음 겔러리아는 예전만 하지 못함 육전은 맛있지만 가격이 비쌈
2024,4,1년,좋은 시간가질수 있은곳
